,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
140.,"SPP STORAGE, S.R.O.",SOKOLOVSKA 651/136A,PRAHA KARLIN,Czech Republic,5210,n.a.,31,32,30,34,37,25,n.a.,n.a.,n.a.,n.a.,15,15,38,38,38,38,n.a.,n.a.,n.a.
141.,"TEPLARNA CESKE BUDEJOVICE, A.S.",NOVOHRADSKA 398/32,CESKE BUDEJOVICE,Czech Republic,3530,n.a.,30,31,31,36,53,42,48,40,45,n.a.,375,375,375,375,375,375,375,375,375
142.,"HANACKA POTRAVINARSKA SPOLECNOST, S.R.O.",MALOPROSENSKA 238,PROSENICE,Czech Republic,1081,n.a.,n.a.,n.a.,n.a.,n.a.,25,20,16,16,26,n.a.,n.a.,n.a.,n.a.,n.a.,150,75,375,375,375
143.,PLIVA-LACHEMA A.S.,"1, KARASEK",BRNO,Czech Republic,2120,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
144.,PSYCHIATRICKA NEMOCNICE V DOBRANECH,USTAVNI 341,DOBRANY,Czech Republic,8610,n.a.,n.a.,28,27,15,30,29,30,n.a.,n.a.,n.a.,n.a.,"1,250","1,250","1,250","1,250","1,250","1,250",n.a.,n.a.
145.,"CUKROVAR VRBATKY, A.S.",65,VRBATKY,Czech Republic,1081,n.a.,27,28,25,31,35,29,22,25,22,n.a.,150,150,150,150,150,150,150,150,150
146.,"SEEIF CERAMIC, A.S.",SPESOVSKA 243,RAJEC-JESTREBI,Czech Republic,2320,n.a.,27,30,28,28,29,28,23,n.a.,n.a.,n.a.,750,750,750,750,750,750,n.a.,n.a.,n.a.
147.,"CKD KUTNA HORA, A.S.",197,KUTNA HORA,Czech Republic,2452,n.a.,26,41,45,44,88,66,34,53,83,n.a.,750,750,750,750,750,750,750,"1,250",n.a.
148.,"SCHIEDEL, S.R.O.",HOROUSANSKA 286,NEHVIZDY,Czech Republic,2511,n.a.,25,27,28,32,34,37,34,33,27,n.a.,375,375,375,375,375,375,n.a.,n.a.,n.a.
149.,"ACTHERM, S.R.O.",TOVARNI 5533,CHOMUTOV,Czech Republic,3530,n.a.,n.a.,24,23,26,109,n.a.,59,68,n.a.,n.a.,n.a.,150,150,150,150,n.a.,225,225,n.a.
150.,"KROMERIZSKA NEMOCNICE, A.S.",HAVLICKOVA 660/69,KROMERIZ,Czech Republic,8610,n.a.,24,24,21,19,22,21,21,19,17,n.a.,750,750,750,750,750,750,750,750,n.a.
151.,"MS UTILITIES & SERVICES, A.S.",BEZRUCOVA 1200,BOHUMIN,Czech Republic,3530,n.a.,23,25,25,28,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,225,225,225,225,n.a.,n.a.,n.a.,n.a.,n.a.
152.,"JIP - PAPIRNY VETRNI, A. S.",PAPIRENSKA 2,VETRNI,Czech Republic,1712,n.a.,n.a.,22,16,3,99,83,89,n.a.,68,n.a.,n.a.,225,225,375,750,750,375,n.a.,375
153.,"BALSAC PAPERMILL, S.R.O.",21,LUKAVICE,Czech Republic,1712,n.a.,n.a.,n.a.,19,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,225,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
154.,"PRAZSKA SPRAVA NEMOVITOSTI, S.R.O.",SEIFERTOVA 823/9,PRAHA ZIZKOV (PRAHA 3),Czech Republic,6820,n.a.,21,63,38,33,32,43,38,28,35,n.a.,150,150,150,150,150,150,150,150,75
155.,"DANZER BOHEMIA-DYHARNA, S.R.O.",1,HORNI POCAPLY,Czech Republic,1621,n.a.,20,16,15,16,14,15,40,n.a.,22,n.a.,750,750,750,375,375,375,375,n.a.,n.a.
156.,"LIAS VINTIROV, LEHKY STAVEBNI MATERIAL, K.S.",176,VINTIROV,Czech Republic,2361,n.a.,20,20,17,14,16,n.a.,19,19,24,n.a.,150,150,150,150,150,n.a.,150,225,225
157.,"KRALOVOPOLSKA, A.S.",KRIZIKOVA 2989/68A,BRNO,Czech Republic,2822,n.a.,20,24,28,20,26,35,28,29,29,n.a.,375,375,375,375,750,750,750,750,750
158.,"INNOGY ENERGO, S.R.O.",LIMUZSKA 3135/12,PRAHA STRASNICE (PRAHA 10),Czech Republic,3530,n.a.,20,24,24,25,23,23,25,23,23,n.a.,75,75,75,150,75,75,75,75,75
159.,"HELUZ, S.R.O.",U CIHELNY 295,DOLNI BUKOVSKO,Czech Republic,2332,n.a.,20,20,16,18,21,19,16,13,0,n.a.,38,75,75,38,75,75,38,38,n.a.
160.,"AGRIS, S.R.O.",175,MEDLOV,Czech Republic,1091,n.a.,19,18,17,20,22,21,22,12,12,n.a.,225,225,225,225,225,225,75,75,150
161.,"ENERGOAQUA, A.S.","823, THE FIRST MAY DAY",ROZNOV POD,Czech Republic,3512,n.a.,19,21,24,26,28,n.a.,n.a.,n.a.,n.a.,n.a.,158,157,168,171,174,n.a.,n.a.,n.a.,n.a.
162.,"CRYSTAL BOHEMIA, A.S.",JIRASKOVA 223/19,PODEBRADY,Czech Republic,2313,n.a.,18,17,16,15,18,16,14,5,n.a.,n.a.,375,375,375,375,375,375,375,n.a.,n.a.
163.,"KONGRESOVE CENTRUM PRAHA, A.S.",5. KVETNA 1640/65,PRAHA NUSLE (PRAHA 4),Czech Republic,8230,n.a.,18,19,16,15,19,18,17,24,20,n.a.,375,375,375,375,375,375,375,375,375
164.,"TEPLARNA LIBEREC, A.S.",DR. MILADY HORAKOVE 641/34A,LIBEREC,Czech Republic,3530,n.a.,17,19,21,26,26,26,28,32,31,n.a.,75,150,150,150,75,75,150,150,150
165.,"PBS INDUSTRY, A.S.",PRUMYSLOVA 162,TREBIC,Czech Republic,2530,n.a.,18,22,25,23,29,32,30,29,41,n.a.,375,375,375,750,750,750,750,750,750
166.,"KERAMOST, A.S.",ZATECKA 1899/25,MOST,Czech Republic,0812,n.a.,18,18,18,16,16,21,18,16,19,n.a.,225,225,375,375,375,375,375,375,375
167.,"C-ENERGY PLANA, S.R.O.",PRUMYSLOVA 748,PLANA NAD LUZNICI,Czech Republic,3511,n.a.,17,17,13,15,20,31,21,22,28,n.a.,75,75,75,75,150,150,75,75,75
168.,"CKD BLANSKO STROJIRNY, A.S.",GELLHORNOVA 2228/1,BLANSKO,Czech Republic,6820,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,12,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,225,n.a.
169.,"PILSEN STEEL, S.R.O.",TYLOVA 1/57,PLZEN,Czech Republic,2410,n.a.,16,17,n.a.,43,6,149,154,174,252,n.a.,750,750,n.a.,750,750,750,375,375,375
170.,"OAZA-ENERGO, A.S.",DR. MILADY HORAKOVE 81/117,LIBEREC VI.,Czech Republic,3514,n.a.,16,17,14,15,14,9,6,13,13,n.a.,23,15,23,23,15,15,15,75,n.a.
171.,"ZASOBOVANI TEPLEM VSETIN, A.S.",JIRASKOVA 1326,VSETIN,Czech Republic,3530,n.a.,14,15,15,18,19,18,17,20,19,n.a.,75,75,n.a.,75,75,75,75,75,75
172.,"REFRASIL, S.R.O.",PRUMYSLOVA 720,TRINEC,Czech Republic,2320,n.a.,15,16,14,13,14,14,17,14,16,n.a.,225,225,225,150,150,150,150,150,225
173.,"VEOLIA ENERGIE KOLIN, A.S.",TOVARNI 21,KOLIN,Czech Republic,3530,n.a.,15,16,15,17,19,20,22,21,27,n.a.,75,75,n.a.,75,75,75,150,150,150
174.,"CARMEUSE CZECH REPUBLIC, S.R.O.",359,MOKRA-HORAKOV,Czech Republic,2352,n.a.,15,16,17,13,18,n.a.,19,17,24,n.a.,75,75,75,75,75,n.a.,75,75,75
175.,"CESKE LUPKOVE ZAVODY, A.S.",1171,NOVE STRASECI,Czech Republic,0812,n.a.,14,16,16,16,17,20,19,15,18,n.a.,225,225,225,225,225,225,375,375,375
176.,"TTS ENERGO, S.R.O.",PRUMYSLOVA 163,TREBIC,Czech Republic,3530,n.a.,14,19,13,14,14,22,20,16,9,n.a.,75,75,150,75,75,150,75,38,n.a.
177.,"HASIT SUMAVSKE VAPENICE A OMITKARNY, S. R.O.",91,VELKE HYDCICE,Czech Republic,2364,n.a.,13,13,12,13,16,19,20,24,28,n.a.,150,150,150,150,150,150,225,225,225
178.,"KOMTERM MORAVA, S.R.O.",TRATOVA 653/3,BRNO,Czech Republic,3530,n.a.,13,14,14,19,24,1,1,1,1,n.a.,38,75,75,75,7,7,15,7,n.a.
179.,"PRIBRAMSKA TEPLARENSKA, A.S.",OBECNICKA 269,PRIBRAM,Czech Republic,3530,n.a.,13,13,13,15,16,17,17,19,26,n.a.,150,150,150,150,150,150,n.a.,n.a.,n.a.
180.,"ENERGOCENTRUM VITKOVICE, A. S.",DUHOVA 1444/2,PRAHA MICHLE (PRAHA 4),Czech Republic,3530,n.a.,13,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,150,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
181.,"KOMTERM CECHY, S.R.O.",BELEHRADSKA 55/15,PRAHA NUSLE (PRAHA 4),Czech Republic,3530,n.a.,n.a.,13,13,16,18,2,3,1,n.a.,n.a.,n.a.,150,150,150,n.a.,15,15,n.a.,n.a.
182.,"ENERGY USTI NAD LABEM, A.S.",ZUKOVOVA 100/27,USTI NAD LABEM,Czech Republic,3530,n.a.,n.a.,12,13,12,13,11,42,18,16,n.a.,n.a.,150,150,150,150,150,150,150,150
183.,"MND GAS STORAGE, A.S.",UPRKOVA 807/6,HODONIN,Czech Republic,5210,n.a.,13,13,13,14,16,47,26,25,7,n.a.,38,38,38,38,38,38,38,75,n.a.
184.,"CARTHAMUS, A.S.",VACLAVSKE NAMESTI 775/8,PRAHA NOVE MESTO (PRAHA 1),Czech Republic,3511,n.a.,13,13,14,12,3,2,2,2,2,n.a.,38,38,38,75,38,38,23,23,n.a.
185.,"Z-GROUP, A.S.",TRIDA TOMASE BATI 258,ZLIN,Czech Republic,7739,n.a.,n.a.,12,10,13,29,9,7,9,6,n.a.,n.a.,75,75,150,38,38,150,75,150
186.,"SKLARNY MORAVIA, A.S.",79,USOBRNO,Czech Republic,2313,n.a.,12,12,10,10,11,9,8,9,10,n.a.,225,225,150,150,150,150,150,150,150
187.,"EUROSERUM, S.R.O.",REVOLUCNI 1489,STRIBRO,Czech Republic,1051,n.a.,12,14,19,17,20,18,15,12,10,n.a.,75,38,38,75,38,75,75,75,75
188.,"ENERGIE HOLDING, A.S.",KUTVIRTOVA 339/5,PRAHA RADLICE,Czech Republic,3530,n.a.,11,10,11,13,13,13,14,n.a.,n.a.,n.a.,75,75,75,75,75,75,75,n.a.,n.a.
189.,"ASAVET, A.S.",CHODSKA 1032/27,PRAHA VINOHRADY (PRAHA 2),Czech Republic,3821,n.a.,n.a.,11,10,10,11,10,10,10,11,n.a.,n.a.,150,150,150,150,150,150,150,150
190.,"TEPLARNA STRAKONICE, A.S.",KOMENSKEHO 59,STRAKONICE,Czech Republic,3530,n.a.,11,15,13,16,18,19,6,21,23,n.a.,150,225,225,225,225,225,225,225,225
191.,"WET WIPES INTERNATIONAL, S.R.O.",57,LICHOCEVES,Czech Republic,1722,n.a.,11,11,7,8,6,1,1,1,0,n.a.,75,75,n.a.,75,75,75,38,15,15
192.,"TEPLARNA TABOR, A.S.",U CIHELNY 2128/9,TABOR,Czech Republic,3530,n.a.,10,12,12,14,18,17,21,18,20,n.a.,150,150,150,150,150,150,150,150,150
193.,"KLIMA, A.S.",KRUMLOVSKA 38,PRACHATICE,Czech Republic,2825,n.a.,n.a.,10,7,8,8,9,7,8,9,n.a.,n.a.,150,150,150,150,150,150,225,n.a.
194.,"VYROBA A PRODEJ TEPLA PRIBRAM, A.S.",PRAZSKA 600,MNISEK POD BRDY,Czech Republic,3530,n.a.,10,10,11,12,14,13,13,15,11,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
195.,"FOMA BOHEMIA, S.R.O.",JANA KRUSINKY 1737/6,HRADEC KRALOVE,Czech Republic,2059,n.a.,10,13,11,14,20,18,15,18,16,n.a.,225,375,375,375,375,375,375,375,375
196.,"TERMO DECIN, A.S.",OBLOUKOVA 958/25,DECIN,Czech Republic,3530,n.a.,9,10,11,13,13,13,13,14,15,n.a.,38,38,38,38,38,38,38,38,38
197.,"UNION LESNI BRANA, A.S.",NOVOSEDLICKA 248,DUBI,Czech Republic,2314,n.a.,9,9,9,8,9,8,6,5,8,n.a.,75,75,n.a.,75,75,75,75,75,75
198.,"EMBA, S.R.O.",235,PASEKY NAD JIZEROU,Czech Republic,1721,n.a.,n.a.,n.a.,8,7,8,8,10,8,8,n.a.,n.a.,n.a.,150,150,150,150,150,150,150
199.,"TEPLARNA LOUCOVICE, A.S.",HUSOVA TR. 1847/5,CESKE BUDEJOVICE,Czech Republic,3511,n.a.,9,9,8,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,38,38,38,3,n.a.,n.a.,n.a.,n.a.,n.a.
200.,"PRECYS, S.R.O.",KATERINSKA 235,STRAZ NAD NISOU,Czech Republic,6832,n.a.,n.a.,n.a.,n.a.,7,5,3,0,0,0,n.a.,n.a.,n.a.,n.a.,38,23,23,15,7,3
201.,"POWGEN, A.S.",KUTVIRTOVA 339/5,PRAHA RADLICE,Czech Republic,3511,n.a.,8,9,10,11,11,10,7,3,3,n.a.,15,15,15,15,15,15,15,3,n.a.
202.,"TEREA CHEB, S.R.O.",MAJOVA 588/33,CHEB,Czech Republic,3530,n.a.,8,9,10,10,10,10,12,11,12,n.a.,75,75,75,75,75,75,75,75,150
203.,"JIHLAVAN, A.S.",ZNOJEMSKA 5594/54,JIHLAVA,Czech Republic,3030,n.a.,8,8,8,6,7,8,7,5,9,n.a.,225,225,225,150,150,225,150,375,375
204.,"DH DEKOR, S.R.O.",LNARSKA 1602,HUMPOLEC,Czech Republic,1621,n.a.,8,8,8,7,8,7,9,9,10,n.a.,225,225,225,225,225,225,225,225,225
205.,"HOLOUBEK ENERGO, A.S.",VODICKOVA 682/20,PRAHA NOVE MESTO (PRAHA 1),Czech Republic,4671,n.a.,8,8,8,10,11,13,13,13,16,n.a.,75,75,75,75,75,75,38,38,38
206.,"ENERGETICKE CENTRUM, S.R.O.",3,JINDRICHUV HRADEC,Czech Republic,3511,n.a.,8,7,7,6,7,8,6,5,3,n.a.,38,38,38,38,75,75,75,75,38
207.,"TEPLARNA PISEK, A.S.",U SMRKOVICKE SILNICE 2263,PISEK,Czech Republic,3530,n.a.,7,7,7,8,8,8,9,9,9,n.a.,150,150,150,150,150,150,150,150,n.a.
208.,"PAPIRNA ALOISOV, A.S.",CERMENSKA 910,VITKOV,Czech Republic,1712,n.a.,7,8,7,8,7,n.a.,n.a.,n.a.,n.a.,n.a.,75,75,75,75,75,n.a.,n.a.,n.a.,n.a.
209.,"OPATHERM, A.S.",HORNI NAMESTI 283/58,OPAVA,Czech Republic,3530,n.a.,6,6,6,8,9,8,9,10,9,n.a.,38,75,75,75,75,75,75,75,75
210.,"CESKOLIPSKA TEPLARENSKA, A.S.",LIBERECKA 132,CESKA LIPA,Czech Republic,3530,n.a.,6,6,7,9,9,9,9,n.a.,10,n.a.,38,38,38,38,38,38,38,n.a.,38
211.,"VEOLIA ENERGIE MARIANSKE LAZNE, S.R.O.",NADRAZNI NAMESTI 294,MARIANSKE LAZNE,Czech Republic,3530,n.a.,6,6,5,6,7,7,7,6,7,n.a.,38,38,n.a.,23,23,15,38,38,n.a.
212.,"PRAZSKA OBALOVNA HERINK, S.R.O.",HLAVNI 26,HERINK,Czech Republic,2399,n.a.,n.a.,6,7,7,8,6,5,n.a.,n.a.,n.a.,n.a.,15,15,15,7,7,15,n.a.,n.a.
213.,"TEPVOS, S.R.O.",KRALOVEHRADECKA 1566,USTI NAD ORLICI,Czech Republic,3530,n.a.,6,6,6,6,6,6,6,5,5,n.a.,150,150,150,150,150,150,150,150,150
214.,"ENERGETIKA CHROPYNE, A.S.",KOMENSKEHO75/,CHROPYNE,Czech Republic,3530,n.a.,n.a.,6,6,6,7,8,7,6,7,n.a.,n.a.,75,75,75,75,75,75,75,75
215.,"BRUDRA, S.R.O.",JEMNICKA 312/17,PRAHA MICHLE (PRAHA 4),Czech Republic,4642,n.a.,n.a.,6,5,5,6,6,6,n.a.,n.a.,n.a.,n.a.,75,75,38,38,38,38,n.a.,n.a.
216.,"OSTROVSKA TEPLARENSKA, A.S.",MORICOVSKA 1210,OSTROV,Czech Republic,3530,n.a.,n.a.,5,5,6,7,7,8,7,8,n.a.,n.a.,75,75,75,75,75,75,75,75
217.,"CHRUDIM IRON & STEEL, S.R.O.",NA ZAMECKE 1518/9,PRAHA NUSLE (PRAHA 4),Czech Republic,2451,n.a.,n.a.,n.a.,5,2,0,0,0,0,n.a.,n.a.,n.a.,n.a.,75,75,n.a.,n.a.,n.a.,n.a.,n.a.
218.,"JIHLAVSKE KOTELNY, S.R.O.",HAVLICKOVA 2331/111,JIHLAVA,Czech Republic,3530,n.a.,5,6,6,6,6,6,7,7,7,n.a.,38,38,38,38,38,38,38,38,38
219.,"JABLONECKA ENERGETICKA, A.S.",LIBERECKA 4191/120,JABLONEC NAD NISOU,Czech Republic,3530,n.a.,5,7,9,12,15,13,14,15,14,n.a.,38,38,75,75,75,75,75,75,75
