,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
167.,ROULUNDS ENERGY APS,HESTEHAVEN 39,ODENSE S,Denmark,3511,n.a.,n.a.,n.a.,1,1,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
231.,SAEBY VARMEVAERK A M B A,ENERGIVEJ 1,SAEBY,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
42.,SAINT-GOBAIN DENMARK A/S,ROBERT JACOBSENS VEJ 62 A,KOEBENHAVN S,Denmark,2364,n.a.,145,140,47,49,58,n.a.,n.a.,n.a.,n.a.,n.a.,498,486,170,190,213,n.a.,n.a.,n.a.,n.a.
66.,SILKEBORG VARME A/S,TIETGENSVEJ 3,SILKEBORG,Denmark,3530,n.a.,50,44,49,53,48,n.a.,n.a.,n.a.,n.a.,n.a.,20,20,21,22,25,n.a.,n.a.,n.a.,n.a.
226.,SINDAL VARMEFORSYNING A M B A,JESPER SKRUBBELTRANG,SINDAL,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
84.,SK VARME A/S,LILLEOEVEJ 3,KORSOER,Denmark,3530,n.a.,22,21,20,22,21,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.
176.,SKAGEN VARMEVAERK AMBA,ELLEHAMMERVEJ 21,SKAGEN,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
193.,SKANDERBORG-HOERNING FJERNVARME,DANMARKSVEJ 15,SKANDERBORG,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
243.,SKIVE FJERNVARME A.M.B.A.,MARIUS JENSENS VEJ 3,SKIVE,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,35,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
213.,SKJERN FJERNVARME,NYKAERSVEJ 8,SKJERN,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
80.,SKJERN PAPIRFABRIK A/S,BIRKVEJ 14,SKJERN,Denmark,1712,n.a.,26,25,27,26,27,n.a.,n.a.,n.a.,n.a.,n.a.,73,73,72,72,70,n.a.,n.a.,n.a.,n.a.
144.,SMOERUM KRAFTVARME AMBA,SKEBJERGVEJ 25,SMOERUM,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
183.,SOENDERBORG FJERNVARME A.M.B.A.,NOERREKOBBEL 54,SOENDERBORG,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,35,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
137.,SOENDERBORG KRAFTVARMEVAERK I/S,VESTERMARK 16,SOENDERBORG,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
58.,"SOPHUS FUGLSANG, EXPORT-MALTFABRIK A/S",RIBE LANDEVEJ 12,HADERSLEV,Denmark,1106,n.a.,67,64,63,62,57,n.a.,n.a.,n.a.,n.a.,n.a.,56,54,51,50,51,n.a.,n.a.,n.a.,n.a.
47.,STAR AIR A/S,A/S MAERSK AVIATION HOLDING,DRAGOER,Denmark,5121,n.a.,117,133,120,109,107,n.a.,n.a.,n.a.,n.a.,n.a.,207,206,196,196,192,n.a.,n.a.,n.a.,n.a.
6.,STATOIL REFINING DENMARK A/S,MELBYVEJ 17,KALUNDBORG,Denmark,1920,n.a.,"2,159","2,623","3,442","3,971","4,371",n.a.,n.a.,n.a.,n.a.,n.a.,375,362,383,395,409,n.a.,n.a.,n.a.,n.a.
133.,STOEVRING KRAFTVARMEVAERK A.M.B.A.,HJEDSBAEKVEJ 2,STOEVRING,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
215.,STROEJER TEGL A/S,BOGYDEN 12,ASSENS,Denmark,2332,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,79,64,58,48,45,n.a.,n.a.,n.a.,n.a.
97.,SUN CHEMICAL A/S,KOEBENHAVNSVEJ 112,KOEGE,Denmark,2012,n.a.,9,10,15,22,22,n.a.,n.a.,n.a.,n.a.,n.a.,64,67,108,137,144,n.a.,n.a.,n.a.,n.a.
59.,SUN-AIR of SCANDINAVIA A/S,CUMULUSVEJ 10,BILLUND,Denmark,5110,n.a.,62,68,68,73,51,n.a.,n.a.,n.a.,n.a.,n.a.,203,190,191,182,155,n.a.,n.a.,n.a.,n.a.
145.,SVENDBORG FJERNVARME A.M.B.A.,BAGERGADE 40 A,SVENDBORG,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
102.,SVENDBORG KRAFTVARME A/S,BODOEVEJ 15,SVENDBORG,Denmark,3821,n.a.,7,8,10,6,8,n.a.,n.a.,n.a.,n.a.,n.a.,18,18,18,19,21,n.a.,n.a.,n.a.,n.a.
216.,SVOGERSLEV FJERNVARME,JAKOB HENKE,ROSKILDE,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
232.,TAARS VARMEVAERK,DAMHUSVEJ 27,TAARS,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
198.,TARM VARMEVAERK A M B A,SKOLEGADE 23,TARM,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
115.,"THE DUCHOSSOIS GROUP, INC. PENSION TRUST",845 LARCH AVENUE,ELMHURST,United States of America,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
168.,THISTED VARMEFORSYNING A M B A,RINGVEJ 26,THISTED,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
16.,THOMAS COOK AIRLINES SCANDINAVIA A/S,HANGAR 276,DRAGOER,Denmark,5110,n.a.,552,556,589,598,575,n.a.,n.a.,n.a.,n.a.,n.a.,"1,093","1,060","1,043","1,063","1,062",n.a.,n.a.,n.a.,n.a.
186.,TOENDER FJERNVARMESELSKAB A.M.B.A.,OESTERGADE 83,TOENDER,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
158.,TOERRING KRAFTVARMEVAERK A.M.B.A.,BYGADE 5 A,TOERRING,Denmark,3511,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
230.,TOFTLUND FJERNVARME A.M.B.A.,OESTERDALEN 3,TOFTLUND,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
174.,TRANBJERG VARMEVAERK A.M.B.A.,JEGSTRUPVAENGET 630,TRANBJERG J,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
54.,TREFOR VARME A/S,KOKBJERG 30,KOLDING,Denmark,3530,n.a.,76,63,68,74,69,n.a.,n.a.,n.a.,n.a.,n.a.,10,10,9,9,9,n.a.,n.a.,n.a.,n.a.
36.,TRIPLENINE A/S,TRAFIKHAVNSKAJ 9,ESBJERG,Denmark,1020,n.a.,171,170,131,172,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,116,107,92,97,n.a.,n.a.,n.a.,n.a.,n.a.
12.,TULIP FOOD COMPANY A/S,TULIPVEJ 1,RANDERS SV,Denmark,1013,n.a.,n.a.,681,687,693,673,668,n.a.,n.a.,n.a.,n.a.,n.a.,"1,512","1,546","1,611","1,716","1,802",n.a.,n.a.,n.a.
121.,VAERLOESE VARMEVAERK A M B A,KLOSTERGAARDSVEJ 59,VAERLOESE,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
219.,VAMDRUP FJERNVARME A M B A,NYGADE 6,VAMDRUP,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
242.,VEJLE FJERNVARME A M B A,LANGELINIE 60,VEJLE,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
65.,VERDO PRODUKTION A/S,AGERSKELLET 7,RANDERS NV,Denmark,3511,n.a.,50,48,47,56,56,n.a.,n.a.,n.a.,n.a.,n.a.,43,n.a.,44,41,39,n.a.,n.a.,n.a.,n.a.
37.,VESTEGNENS KRAFTVARMESELSKAB I/S,ROSKILDEVEJ 175,ALBERTSLUND,Denmark,3530,n.a.,170,160,151,163,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,71,68,64,65,n.a.,n.a.,n.a.,n.a.,n.a.
252.,VESTERLED TEGLVAERK A/S,VANDMOELLEVEJ 4,SOENDERBORG,Denmark,2332,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,32,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
83.,VESTFORSYNING VARME A/S,NUPARK 51,HOLSTEBRO,Denmark,3530,n.a.,22,24,27,30,26,n.a.,n.a.,n.a.,n.a.,n.a.,24,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.
106.,VIDEBAEK VARME A/S,VIDEBAEK ENERGIFORSYNING,VIDEBAEK,Denmark,3530,n.a.,3,3,4,5,4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
68.,VIKING MALT A/S,SPIREVEJ 5,VORDINGBORG,Denmark,1106,n.a.,47,52,50,55,50,n.a.,n.a.,n.a.,n.a.,n.a.,24,24,24,24,28,n.a.,n.a.,n.a.,n.a.
191.,VILDBJERG VARMEVAERK A.M.B.A.,ISLANDSVEJ 2,VILDBJERG,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
211.,VILLEMOES TEGLVAERK A/S,LOURUPVEJ 2,GOERDING,Denmark,2332,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
169.,VINDERUP VARMEVAERK A M B A,SEVELVEJ 67 FLOOR ; A,VINDERUP,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
39.,VITFOSS A/S,DLG. AXELBORG,KOEBENHAVN V,Denmark,4621,n.a.,155,156,142,146,159,n.a.,n.a.,n.a.,n.a.,n.a.,135,140,124,132,133,n.a.,n.a.,n.a.,n.a.
154.,VOJENS FJERNVARME A.M.B.A.,TINGVEJEN 47,VOJENS,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
101.,VORDINGBORG FJERNVARME A/S,BROVEJEN 10,VORDINGBORG,Denmark,3530,n.a.,7,7,6,8,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
99.,VORDINGBORG KRAFTVARME A/S,BROVEJEN 10,VORDINGBORG,Denmark,3511,n.a.,8,7,7,8,8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
113.,VORSKLA STEEL DENMARK A/S,HAVNEVEJ 31,FREDERIKSVAERK,Denmark,2452,n.a.,0,1,1,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
235.,VRAA VARMEVAERK AMBA,KORSGADE 9,VRAA,Denmark,3530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
117.,WIENERBERGER A/S,ROERMOSEVEJ 85,HELSINGE,Denmark,2332,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,85,88,76,73,77,n.a.,n.a.,n.a.,n.a.
251.,YDBY TEGLVAERK A/S,YDBY STATIONSVEJ 2,HURUP THY,Denmark,2332,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
