,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
100.,BLUE PANORAMA AIRLINES S.P.A.,VLE DELLE ARTI 123,FIUMICINO,Italy,5110,n.a.,44,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,487,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
864.,BOFFALORA ENERGIA S.R.L.,VIA OSTIENSE 333,ROMA,Italy,3511,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,58,12,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
84.,BOLTON ALIMENTARI S.P.A.,VIA LUIGI EINAUDI 18,CERMENATE,Italy,1013,n.a.,762,724,736,729,607,577,534,536,521,n.a.,797,740,771,757,628,625,612,573,602
894.,BONAZZI ANTONIO,VIA BROLO 5,CAZZANO SANT'ANDREA,Italy,1623,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,1,n.a.,n.a.,n.a.,n.a.,n.a.
701.,BONOLLO ENERGIA SPA,VIA FRATTA ROTONDA VADO LARGO 10,ANAGNI,Italy,7210,n.a.,18,20,18,21,19,17,3,0,0,n.a.,2,2,2,2,2,2,2,2,n.a.
679.,BORMIO S.R.L.,VIA FIUME 40,PONTE LAMBRO,Italy,1721,n.a.,8,9,8,8,8,9,8,5,8,n.a.,23,24,23,24,26,24,26,26,24
549.,BORMIOLI LUIGI S.P.A.,VIA EUROPA 72/A,PARMA,Italy,2313,n.a.,n.a.,n.a.,230,215,211,208,192,132,193,n.a.,n.a.,n.a.,"1,076","1,080","1,082","1,067",n.a.,"1,092","1,080"
22.,BORMIOLI ROCCO S.P.A.,VLE MARTIRI DELLA LIBERTA' 1,FIDENZA,Italy,2313,n.a.,461,490,512,569,558,268,n.a.,n.a.,n.a.,n.a.,"2,027","2,156","2,271","2,653","2,583","2,590",n.a.,n.a.,n.a.
851.,BOSTON TAPES S.P.A.,STP CELLOLE PIEDIMONTE,SESSA AURUNCA,Italy,3299,n.a.,56,55,52,47,46,44,40,30,43,n.a.,118,118,118,124,124,130,107,110,111
923.,BRA ENERGIA S.P.A.,VIA GUGLIELMO MARCONI 89,BRA,Italy,3530,n.a.,2,2,1,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
676.,BRACCO IMAGING S.P.A.,VIA EGIDIO FOLLI 50,MILANO,Italy,2110,n.a.,n.a.,n.a.,903,892,900,799,781,725,652,n.a.,n.a.,n.a.,"2,505","2,513","2,513","2,335","2,012","1,915","1,924"
646.,BRANDUZZO LATERIZI S.R.L.,VIA FORNACI DI BRANDUZZO 53/C,CASTELLETTO DI BRANDUZZO,Italy,2332,n.a.,2,2,2,3,3,3,3,4,6,n.a.,26,30,31,33,34,35,39,40,39
550.,BREDINA S.R.L.,VIA GUGLIELMO MARCONI 45/47,ODOLO,Italy,2450,n.a.,1,4,16,20,25,30,28,19,42,n.a.,21,29,32,32,33,34,37,48,49
702.,BRIANZA ENERGIA AMBIENTE S.P.A. (B.E.A. S.P.A.),VIA GAETANA AGNESI 272,DESIO,Italy,3832,n.a.,8,10,19,21,20,18,16,16,15,n.a.,26,26,26,60,58,56,54,27,53
886.,BRIDGESTONE ITALIA MANUFACTURING S.P.A.,VIA DELLE MARGHERITE 40,MODUGNO,Italy,2211,n.a.,83,92,94,384,423,527,429,383,402,n.a.,582,729,802,"1,069","1,107","1,112","1,105","1,091","1,090"
843.,BUNGE ITALIA S.P.A.,VIA BAIONA 203,RAVENNA,Italy,1041,n.a.,594,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,201,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
821.,BURGO GROUP S.P.A.,VIA PIAVE 1,ALTAVILLA VICENTINA,Italy,1712,n.a.,"1,982","2,213","2,251","2,376","2,615","2,564","2,380","2,037","2,499",n.a.,"3,684","3,679","4,124","4,495","4,612","4,767","4,808","4,984","5,299"
212.,BUZZI UNICEM S.P.A.,VIA LUIGI BUZZI 6,CASALE MONFERRATO,Italy,2351,n.a.,"2,713","2,720","2,608","2,860","2,890","2,888","2,757","2,810","3,618",n.a.,"10,114",n.a.,"9,854","10,629","10,894","11,089","11,238","11,625","11,771"
756.,C.A.S. SPA IN LIQUIDAZIONE,VIA BORGONOVO 1101,CASTAGNARO,Italy,0161,0,0,0,1,8,24,25,30,33,49,4,4,4,24,68,92,98,101,117,127
230.,C.O.I.M. S.P.A. - CHIMICA ORGANICA INDUSTRIALE MILANESE,VIA ALESSANDRO MANZONI 28,SETTIMO MILANESE,Italy,2220,n.a.,730,762,744,393,704,659,575,401,445,n.a.,931,902,870,438,825,786,755,739,695
59.,CABLEAIR INC,1749 W 16TH ST,UPLAND,United States of America,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
890.,CABOT ITALIANA S.P.A.,VIA BAIONA 190,RAVENNA,Italy,2059,n.a.,25,29,29,27,35,136,121,80,117,n.a.,76,74,74,73,72,95,114,115,119
892.,CAFFARO BRESCIA S.R.L.,VIA DEL BRENNERO 48,PISA,Italy,2010,n.a.,17,17,15,18,19,15,n.a.,n.a.,n.a.,n.a.,56,51,56,59,59,59,n.a.,n.a.,n.a.
625.,CAL.ME.- CALCE MERIDIONALE S.P.A.- IN SIGLA CAL.ME. S.P.A.,VIA CADUTI SUL LAVORO 9,CATANZARO,Italy,2352,n.a.,n.a.,n.a.,41,52,74,97,89,92,n.a.,n.a.,n.a.,n.a.,75,74,89,76,106,n.a.,n.a.
354.,CALCARTA SOCIETA' A RESPONSABILITA' LIMITATA,VIA DI PIZZORNA 551,BORGO A MOZZANO,Italy,1722,n.a.,10,10,10,10,10,10,9,7,8,n.a.,20,17,18,17,17,16,15,16,14
628.,CALCE BARATTONI S.P.A.,VIA LAGO DI ALLEGHE 45,SCHIO,Italy,2352,n.a.,10,9,9,5,4,5,5,4,4,n.a.,15,16,13,12,11,8,9,n.a.,8
766.,CALCE PIASCO S.R.L.,VIA VENASCA 38,PIASCO,Italy,2352,n.a.,2,2,2,2,3,2,2,2,3,n.a.,15,15,13,16,18,18,n.a.,n.a.,n.a.
816.,CALCEMENTI JONICI S.R.L.,CNT LIMARRI,SIDERNO,Italy,2332,n.a.,6,5,6,5,9,9,9,11,16,n.a.,42,49,59,58,58,66,71,74,93
302.,CALCIDRATA SPA,VIA VALSUGANA 6,CAGLIARI,Italy,2352,n.a.,9,9,8,10,10,11,14,18,21,n.a.,24,24,25,25,25,24,24,30,36
782.,CALCISERNIA S.P.A.,VIA GIOVANNI BERTA 199,ISERNIA,Italy,2352,n.a.,6,5,5,5,5,6,7,9,9,n.a.,17,18,19,19,19,21,21,21,22
934.,CALENIA ENERGIA - SOCIETA' PER AZIONI,VIA ENRICO ALBARETO 21 - NERO,GENOVA,Italy,3511,n.a.,75,82,84,79,93,89,96,107,82,n.a.,33,33,33,34,34,34,35,n.a.,35
281.,CALISPA SOCIETA' PER AZIONI,VIA RICCARDO CIANCIO 12,CASTEL SAN GIORGIO,Italy,1039,n.a.,25,21,22,11,11,n.a.,21,27,26,n.a.,30,97,125,37,50,n.a.,16,16,16
336.,CAMBI LUIGI & C. S.R.L.,VIA ADRIANO ZARINI 229,PRATO,Italy,1330,n.a.,12,6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,96,87,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
61.,CANDEGGIO FRATELLI ZACCARIA S.P.A.,VIA DEL GHEZZO 18,TREZZO SULL'ADDA,Italy,1330,n.a.,4,3,4,4,3,4,4,4,5,n.a.,35,35,34,34,34,35,n.a.,45,51
526.,CANDIANI S.P.A.,VIA ARESE 85,ROBECCHETTO CON INDUNO,Italy,1310,n.a.,88,97,109,97,106,115,119,106,161,n.a.,622,648,642,623,628,644,661,667,665
409.,CANDY HOOVER GROUP S.R.L.,VIA COMOLLI 16,BRUGHERIO,Italy,2751,n.a.,477,438,361,332,299,350,n.a.,n.a.,507,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,860,n.a.,n.a.,917
597.,CARBOTERMO S.P.A.,VIA GALLARATE 126,MILANO,Italy,7490,n.a.,69,76,78,84,87,78,73,66,66,n.a.,172,180,154,148,143,139,120,106,101
430.,CARGILL S.R.L.,VIA GIUSEPPE RIPAMONTI 89,MILANO,Italy,1062,n.a.,644,680,700,715,719,662,554,568,517,n.a.,679,713,714,742,805,713,730,730,660
640.,CARGOITALIA S.R.L. IN LIQUIDAZIONE,VLE ANGELO FILIPPETTI 26,MILANO,Italy,7735,n.a.,0,n.a.,1,0,1,73,73,9,0,n.a.,n.a.,n.a.,n.a.,39,54,47,98,68,10
257.,CARGOLUX ITALIA S.P.A.,VIA FRATELLI CAIROLI 2,BRESCIA,Italy,5121,n.a.,152,139,133,111,98,86,79,27,0,n.a.,111,99,66,39,11,39,12,9,n.a.
261.,CARLSBERG ITALIA S.P.A.,VIA RAMAZZOTTI 12,LAINATE,Italy,1105,n.a.,154,150,142,158,159,149,162,n.a.,148,n.a.,155,147,150,147,154,162,219,n.a.,304
916.,CARMAGNOLA ENERGIA S.R.L,VIA VIVARO 2,ALBA,Italy,3530,n.a.,3,2,2,2,1,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
713.,CARMINE TAGLIAMONTE & C. - S.R.L. - IN LIQUIDAZIONE,VIA FEUDO 2,SANT'EGIDIO DEL MONTE ALBINO,Italy,1039,n.a.,n.a.,n.a.,n.a.,n.a.,0,11,8,10,9,n.a.,n.a.,n.a.,n.a.,n.a.,11,14,n.a.,n.a.,n.a.
244.,CARNIVAL CORPORATION,,,Panama,5010,n.a.,"15,410","14,854","12,724","11,368","11,845","11,770","11,132","8,770","11,529",n.a.,"12,600","12,400","10,100","9,700","13,700","14,300","14,200",n.a.,n.a.
918.,CARROZZERIA BERTONE S.P.A.,VIA NUCCIO BERTONE 2,GRUGLIASCO,Italy,2910,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
662.,"CARTERA DE INVERSIONES , VENEZOLANAS C.A.",,,Venezuela,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
345.,CARTESAR - S.P.A.,VIA FRATTE 3,PELLEZZANO,Italy,1712,n.a.,32,37,33,30,30,29,25,19,20,n.a.,45,47,44,43,43,43,42,42,42
569.,CARTIERA BONATI E C.,STR ARGINI PARMA 40/A,PARMA,Italy,1721,n.a.,0,0,0,0,0,0,0,0,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,23
912.,CARTIERA BORMIDA S.P.A. - IN LIQUIDAZIONE,BGA VALLE,MURIALDO,Italy,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,8,13,8,13,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,41,40,42,46
850.,CARTIERA CA-MA - S.R.L.,VIA MATTEO GIANOLIO 31,VIGEVANO,Italy,1712,n.a.,16,16,15,14,12,17,14,12,15,n.a.,60,61,61,61,64,55,64,63,54
678.,CARTIERA CAPOSTRADA S.P.A.,VIA DEI BARBI 32,PISTOIA,Italy,1712,n.a.,11,10,9,8,7,8,8,6,7,n.a.,22,21,20,22,21,21,20,20,22
574.,CARTIERA CONFALONE S.P.A.,VIA S.PIETRO 147,MAIORI,Italy,1720,n.a.,38,40,36,34,32,31,29,26,27,n.a.,80,75,75,70,68,65,53,60,56
800.,CARTIERA DEL BORGO S.R.L.,VIA GUGLIELMO MARCONI 16,BARGA,Italy,1712,n.a.,3,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,21,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
21.,CARTIERA DEL CHIESE S.P.A.,VIA TITO SPERI 61,MONTICHIARI,Italy,1712,n.a.,73,71,71,63,62,67,60,41,53,n.a.,142,146,139,138,131,137,129,118,118
303.,CARTIERA DEL MAGLIO S.R.L. IN LIQUIDAZIONE,VIA CARTIERA 94,SASSO MARCONI,Italy,1712,n.a.,0,0,0,0,0,0,1,0,6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,79,1,n.a.
33.,CARTIERA DEL VIGNALETTO S.R.L.,FRZ S.MARIA LOC.TRE PONTI,ZEVIO,Italy,1712,n.a.,72,73,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,174,176,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
508.,CARTIERA DELL'ADDA SRL,GAL DEL CORSO 2,MILANO,Italy,1712,n.a.,51,4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,91,83,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
512.,CARTIERA DELLA BASILICA S.R.L.,ZIN INDUSTRIALE SC,BORGO A MOZZANO,Italy,1712,n.a.,19,17,16,14,12,12,11,11,11,n.a.,64,65,62,53,46,47,44,n.a.,44
694.,CARTIERA DELLA MADONNINA SOCIETA' A RESPONSABILITA' LIMITATA IN LIQUIDAZIONE ABBREVIABILE IN: CARTIERA DELLA MADONNINA S.R.L. IN LIQUIDAZIONE,VLE SAN CONCORDIO 738,LUCCA,Italy,1720,n.a.,n.a.,n.a.,0,0,0,0,0,9,23,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,23
173.,CARTIERA DELLE ALPI S.R.L. IN LIQUIDAZIONE,VIA MONTE ROSA 21,MILANO,Italy,1712,n.a.,0,0,0,2,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6,26,21,n.a.,n.a.,n.a.,n.a.
865.,CARTIERA DI BOSCO MARENGO SOCIETA' PER AZIONI,VIA CASALCERMELLI 11,BOSCO MARENGO,Italy,1712,n.a.,35,34,31,30,28,29,25,11,22,n.a.,42,38,36,37,34,33,36,38,38
312.,CARTIERA DI CAGLIARI S.R.L.,STR SANTADI STRADARIO 06877,ASSEMINI,Italy,1711,n.a.,n.a.,n.a.,0,0,0,14,11,4,0,n.a.,n.a.,n.a.,2,2,16,17,16,16,n.a.
294.,CARTIERA DI CARBONERA S.P.A.,VIA CASTELLANA 90,ISTRANA,Italy,1712,n.a.,67,79,72,73,65,77,71,52,67,n.a.,56,56,55,54,54,52,52,54,54
739.,CARTIERA DI CONSELICE S.R.L.,VIA SELICE 289/291,CONSELICE,Italy,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,0,0,-1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11,n.a.
459.,CARTIERA DI FERRARA SPA,"VIA MARCONI,69",FERRARA,Italy,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
483.,CARTIERA DI MODENA S.P.A. IN LIQUIDAZIONE,VIA MARCORA GIUSEPPE 11,MILANO,Italy,1711,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
393.,CARTIERA DI MOMO S.P.A.,VIA VALSESIA 22,MOMO,Italy,1712,n.a.,37,36,36,35,31,30,26,20,22,n.a.,86,75,75,82,81,82,90,90,94
827.,CARTIERA DI NAVE S.P.A.,VIA TRENTO 86,NAVE,Italy,1712,n.a.,9,9,9,8,9,9,9,7,8,n.a.,46,48,46,47,45,45,42,36,29
413.,CARTIERA DI PORPORANO S.R.L.,VIA MARIO PERNIS 23/A,PARMA,Italy,1712,n.a.,4,4,4,4,4,4,4,2,4,n.a.,14,11,10,14,13,15,n.a.,14,12
328.,CARTIERA DI PRATOLUNGO S.R.L.,VIA DELLE CARTIERE 198,VILLA BASILICA,Italy,1712,n.a.,18,17,16,15,5,0,0,0,0,n.a.,22,22,20,20,8,n.a.,n.a.,n.a.,n.a.
287.,CARTIERA DI RIVALTA S.R.L.,VIA DON CESARE SCALA 51,BRENTINO BELLUNO,Italy,1712,n.a.,6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,25,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
520.,CARTIERA DI RIVIGNANO S.P.A.,FRZ SIVIGLIANO,RIVIGNANO,Italy,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,17,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,63
55.,CARTIERA DI SANTARCANGELO S.R.L. - IN LIQUIDAZIONE,VLE VENEZIA 201,UDINE,Italy,1700,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
356.,CARTIERA DI VERONA - S.R.L.,VIA MASSIMILIANO DI PALOMBARA 14,ROMA,Italy,1721,n.a.,n.a.,26,23,7,1,0,0,0,1,n.a.,n.a.,56,57,46,46,1,n.a.,n.a.,n.a.
451.,CARTIERA DI VOGHERA S.R.L.,VIA CASTELLANA 90,ISTRANA,Italy,1712,n.a.,n.a.,n.a.,0,0,0,0,0,1,9,n.a.,n.a.,n.a.,15,15,15,n.a.,n.a.,14,32
122.,CARTIERA ETRURIA S.R.L.,VIA MOLIN NUOVO 28/30,EMPOLI,Italy,1712,n.a.,n.a.,n.a.,n.a.,0,0,0,0,0,8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
514.,CARTIERA EUROTEC SRL,LOC LOCALITA' GNOCCONI SNC,FABBRICHE DI VERGEMOLI,Italy,1712,n.a.,n.a.,n.a.,7,0,1,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,23,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
584.,CARTIERA FRANCESCANTONIO CERRONE - S.P.A.,VIA DELLE ANTICHITA' 1,AQUINO,Italy,1712,n.a.,23,21,21,22,20,23,21,19,22,n.a.,43,46,27,28,28,47,43,39,42
402.,CARTIERA GALLIERA S.R.L.,VIA I MAGGIO 21,GALLIERA VENETA,Italy,1712,n.a.,n.a.,41,23,35,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,128,51,88,n.a.,n.a.,n.a.,n.a.,n.a.
387.,CARTIERA GIACOSA - S.P.A.,VIA RIVERA 2,FRONT,Italy,1710,n.a.,42,35,35,27,25,29,34,26,39,n.a.,78,77,75,76,81,82,84,83,86
651.,CARTIERA GIORGIONE S.P.A.,BGO PADOVA 112,CASTELFRANCO VENETO,Italy,1712,n.a.,63,60,58,57,54,61,51,36,39,n.a.,61,61,59,60,60,61,61,60,58
407.,CARTIERA GIUSTA SOCIETA' A RESPONSABILITA' LIMITATA,VIA SANDRO PERTINI SNC,ALTOPASCIO,Italy,1720,n.a.,18,18,17,18,18,17,6,n.a.,n.a.,n.a.,24,24,23,23,23,23,20,n.a.,n.a.
348.,CARTIERA GRILLO SOCIETA' A RESPONSABILITA' LIMITATA,VIA ACQUASANTA 20,GENOVA,Italy,1712,n.a.,10,9,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,35,34,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
807.,CARTIERA LUCCHESI LEONELLO - S.R.L. IN LIQUIDAZIONE,VIA DEL FANUCCHI 21/23,CAPANNORI,Italy,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,8,10,7,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,23,23,20,20
767.,CARTIERA MANTOVANA S.R.L.,VIA PRINCIPE AMEDEO DI SAVOIA 17,MANTOVA,Italy,1712,n.a.,9,7,7,6,6,6,5,5,5,n.a.,41,40,30,30,30,29,32,33,28
376.,CARTIERA MARCHIGIANA S.R.L.,VIA ENRICO FERMI,MONTELUPONE,Italy,1712,n.a.,11,10,10,9,13,12,9,7,8,n.a.,48,48,49,49,53,52,50,44,47
760.,CARTIERA OLONA S.R.L.,"VIA G.GALILEI, 6/8",GORLA MINORE,Italy,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
225.,CARTIERA PARTENOPE S.P.A.,CSO SALVATORE D'AMATO 3,ARZANO,Italy,1712,n.a.,23,50,50,38,35,35,34,30,35,n.a.,48,56,52,50,46,50,55,51,59
119.,CARTIERA PIERETTI S.R.L.,VIA DEI MASINI 95/97,CAPANNORI,Italy,1712,n.a.,14,14,14,14,14,16,13,11,12,n.a.,36,34,34,33,33,33,33,33,29
362.,CARTIERA PIRINOLI - SOCIETA' COOPERATIVA SIGLABILE CARTIERA PIRINOLI S.C.,VIA ROMA 64,CUNEO,Italy,1712,n.a.,29,8,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,84,78,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
922.,CARTIERA PONTE D'ORO ANSALCARTA S.R.L.,VIA DELLE CARTIERE 271,VILLA BASILICA,Italy,1712,n.a.,16,15,16,14,15,13,12,11,12,n.a.,29,29,28,27,27,27,29,28,n.a.
114.,CARTIERA S.ROCCO S.P.A.,VIA DELLE CARTIERE 76,VILLA BASILICA,Italy,1712,n.a.,15,16,15,15,16,15,13,13,15,n.a.,34,31,31,30,30,30,31,30,30
367.,CARTIERA SAN GIORGIO - SOCIETA' A RESPONSABILITA' LIMITATA,VIA BRIGATA LIGURIA 3/1 A,GENOVA,Italy,1712,n.a.,22,23,22,21,19,17,18,16,16,n.a.,24,25,26,26,26,25,26,25,29
447.,CARTIERA SAN LORENZO S.R.L.,CSO SILVANO FEDI 24,PISTOIA,Italy,1721,n.a.,26,27,25,26,22,23,21,16,18,n.a.,26,26,26,26,25,24,24,23,23
203.,CARTIERA SAN MARTINO S.P.A.,VIA FERRAZZE 15/A,BROCCOSTELLA,Italy,1720,n.a.,12,11,12,11,12,14,13,11,14,n.a.,53,54,55,55,55,55,56,61,61
484.,CARTIERA SANTA LIDA S.P.A. IN LIQUIDAZIONE,PZA FONTANA 1,MILANO,Italy,1712,n.a.,n.a.,0,0,0,0,1,2,19,40,n.a.,n.a.,3,3,3,3,3,110,143,87
929.,CARTIERA TORRE MONDOVI' SOCIETA' PER AZIONI,VIA GIACOMO BOSSO 3,TORRE MONDOVI,Italy,1712,n.a.,12,11,11,10,9,10,8,7,8,n.a.,22,22,21,18,18,18,n.a.,n.a.,21
548.,CARTIERA VAL POSINA S.R.L.,VIA FRATTA 2/B,LEGNAGO,Italy,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,25,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
264.,CARTIERA VERDE ROMANELLO S.R.L. IN LIQUIDAZIONE,PZA CONTE CAMILLO BENSO DI CAVOUR,MILANO,Italy,1720,n.a.,n.a.,n.a.,n.a.,0,4,59,58,70,81,n.a.,n.a.,n.a.,n.a.,129,144,150,206,217,215
878.,CARTIERE CARIOLARO SRL IN LIQUIDAZIONE,VIA PROVINCIALE 45,CARMIGNANO DI BRENTA,Italy,1712,n.a.,1,-4,0,1,10,27,27,37,44,n.a.,n.a.,n.a.,60,69,86,104,126,101,146
218.,CARTIERE CARRARA S.P.A.,VLE SPARTACO LAVAGNINI 41,FIRENZE,Italy,1712,n.a.,240,178,166,128,99,95,89,63,58,n.a.,449,325,259,225,230,196,161,101,89
270.,CARTIERE DEL GARDA S.P.A.,VLE ROVERETO 15,RIVA DEL GARDA,Italy,1700,n.a.,270,284,283,261,281,279,271,224,257,n.a.,481,487,495,500,510,501,506,506,539
245.,CARTIERE DEL MEDITERRANEO S.R.L. IN LIQUIDAZIONE,VIA DEI CARRARI 24,SALERNO,Italy,1712,n.a.,n.a.,18,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,42,34,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
888.,CARTIERE DEL POLESINE S.P.A.,VLE STAZIONE 1,LOREO,Italy,1712,n.a.,94,95,89,88,79,86,80,52,70,n.a.,160,2,151,150,150,150,149,152,150
462.,CARTIERE DELLA VALTELLINA S.R.L. IN LIQUIDAZIONE,VIA CAPPUCCINI 4,MILANO,Italy,1720,n.a.,n.a.,n.a.,n.a.,0,n.a.,0,0,0,11,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,1,65,83
123.,CARTIERE DI GUARCINO S.P.A.,VIA MADONNA DI LORETO 2,GUARCINO,Italy,1712,n.a.,66,66,61,56,61,51,39,28,29,n.a.,173,172,171,168,163,144,125,121,120
334.,CARTIERE DI TREVI S.P.A.,VIA CLITUNNO 4,TREVI,Italy,1712,n.a.,22,22,21,21,21,21,19,11,17,n.a.,47,49,48,48,53,56,56,52,50
614.,CARTIERE ERMOLLI S.P.A.,VIA GIORGIO ERMOLLI 62,MOGGIO UDINESE,Italy,1710,n.a.,64,64,62,62,59,58,51,37,48,n.a.,190,190,186,186,180,178,242,269,293
874.,CARTIERE MODESTO CARDELLA SPA,TRA II DI VIA DELL'ACQUACALDA 20,LUCCA,Italy,1712,n.a.,52,60,51,58,46,51,48,30,40,n.a.,91,92,92,91,93,94,92,92,90
735.,CARTIERE PAOLO PIGNA - SOCIETA' PER AZIONI,VIA DANIELE PESENTI 1,ALZANO LOMBARDO,Italy,1712,n.a.,32,44,58,47,66,75,81,77,109,n.a.,161,325,376,187,422,443,n.a.,n.a.,n.a.
136.,CARTIERE RODOLFO REGUZZONI - S.R.L.,VIA VALEGGIO 41,TORINO,Italy,1710,n.a.,0,0,0,1,2,2,2,2,2,n.a.,n.a.,3,5,9,10,11,n.a.,10,11
154.,CARTIERE SACI S.P.A.,STR DELLA FERRIERA 17,VERONA,Italy,1712,n.a.,63,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,136,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
158.,CARTIERE VILLA LAGARINA SPA,VIA ANTONIO PESENTI 1,VILLA LAGARINA,Italy,1711,n.a.,130,130,124,106,100,100,93,67,69,n.a.,88,73,74,75,77,83,86,84,84
