,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
302,COGELYO NORD-EST,6 RUE DU PARC,OBERHAUSBERGEN,France,3511,n.a.,n.a.,32,33,40,45,36,33,34,39,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
412,COGELYO PSM,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Credit needed,Credit needed,Credit needed
,COGENERATION SEDAN,6 RUE DES TREZELOTS,PULNOY,France,3511,n.a.,3,3,3,4,n.a.,3,5,5,5,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
260,COGESTAR,37 AVENUE DE LATTRE DE TASSIGNY,ST ANDRE LEZ LILLE,France,3511,n.a.,61,61,66,92,155,190,n.a.,223,254,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
193,COGESTAR 2,37 AVENUE DE LATTRE DE TASSIGNY,ST ANDRE LEZ LILLE,France,3511,n.a.,125,151,158,187,n.a.,162,138,128,133,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
441,COKES DE CARLING,RUE DE METZ,CARLING,France,1910,n.a.,n.a.,n.a.,4,5,n.a.,10,11,52,251,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,156
,COLAS CENTRE OUEST,ZAC DE LA CHANTRERIE,NANTES,France,4211,n.a.,572,577,672,794,372,345,n.a.,329,357,n.a.,"3,303","3,469",n.a.,"3,669",n.a.,"1,485",n.a.,n.a.,"1,508"
,COLAS MIDI MEDITERRANEE,855 RUE RENE DESCARTES,AIX EN PROVENCE,France,4211,n.a.,464,456,488,577,320,n.a.,279,264,356,n.a.,"2,132","2,175",n.a.,n.a.,n.a.,n.a.,"1,201",n.a.,"1,500"
,COLAS NORD PICARDIE,44 BOULEVARD DE LA MOTHE,NANCY,France,4211,n.a.,0,309,365,408,233,240,202,207,250,n.a.,n.a.,"1,959",n.a.,"2,008",n.a.,"1,006","1,016","1,020",997
,COLAS NORD-EST,IMMEUBLE ECHANGEUR,NANCY,France,4211,n.a.,n.a.,497,591,736,348,341,302,313,333,n.a.,n.a.,"2,889","2,994","3,025","1,353","1,323","1,340","1,392","1,363"
,COLAS RHONE-ALPES AUVERGNE,LYON 7EME IMMEUBLE ECHANGEUR,LYON,France,4211,n.a.,497,521,624,674,325,326,n.a.,316,243,n.a.,"2,953","2,960","3,122",n.a.,"1,363","1,314",n.a.,n.a.,n.a.
232,COLGATE-PALMOLIVE INDUSTRIEL,9 RUE DU DEBARCADERE,COLOMBES,France,2041,n.a.,82,n.a.,80,78,78,79,81,81,83,n.a.,480,n.a.,594,513,528,551,555,560,567
478,COLOMBES HABITAT PUBLIC,PLACE DE LA REPUBLIQUE,COLOMBES,France,7022,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,COMILOG DUNKERQUE,TOUR MONTPARNASSE,PARIS,France,2410,n.a.,42,55,55,54,63,61,72,45,90,n.a.,60,56,55,56,n.a.,n.a.,n.a.,n.a.,60
454,COMPAGNIE DE COGENERATION DE LA BRAYE,40 RUE JAMES WATT,TOURS,France,3530,n.a.,3,6,4,4,22,28,25,29,28,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
326,COMPAGNIE FRANCAISE ECO HUILE,ZONE INDUSTRIELLE,LILLEBONNE,France,3822,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,COMPAGNIE GENERALE DES PAPIERS,,PARENT,France,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
333,COMPAGNIE INDUSTRIELLE DES FILLERS ET CHAUX,ZONE INDUSTRIELLE,AIX EN PROVENCE,France,2352,n.a.,22,26,26,22,15,12,13,13,15,n.a.,17,17,17,19,n.a.,20,20,24,n.a.
298,COMPAGNIE PETROCHIMIQUE DE BERRE,RAFFINERIE DE BERRE SIEGE CD 54,BERRE-L'ETANG,France,7830,n.a.,34,36,64,87,415,550,509,507,407,n.a.,n.a.,n.a.,92,16,n.a.,n.a.,"1,337","1,464","1,512"
,COMPTOIR AGRICOLE DE BOLOGNE,ZONE D AMENAGEMENT ECONOMIQUE,BOLOGNE,France,4661,n.a.,n.a.,n.a.,3,n.a.,5,5,4,5,4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
129,COMURHEX-SOC CONVER URANI METAL HEXAFLUO,CITE DU TRICASTIN,ST PAUL TROIS CHATEAUX,France,2446,n.a.,n.a.,n.a.,n.a.,n.a.,226,172,185,174,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
532,CONDAT SAS DI GASSER EDMUND & CO.,"VIA J.G. MAHL, 28",BRUNICO,Italy,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CONSERVERIE DE BERGERAC,35 ROUTE PIERRE PINSON,BERGERAC,France,1039,n.a.,n.a.,n.a.,n.a.,n.a.,22,n.a.,n.a.,33,32,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,145
315,CONSERVES DE PROVENCE LE CABANON,CHEMIN DE PIOLENC,CAMARET SUR AIGUES,France,1039,n.a.,n.a.,n.a.,n.a.,n.a.,22,23,20,33,41,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,127,134,138,n.a.
226,CONSERVES FRANCE,BERNERAQUE,TARASCON,France,1039,80,108,168,163,172,171,147,171,230,222,264,373,601,664,699,n.a.,656,n.a.,n.a.,862
394,CONSTELLATION UTILITES SERVICES,RUE THOMAS EDISON,CANEJAN,France,3530,n.a.,9,10,10,10,10,10,10,11,10,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CONSTELLIUM ISSOIRE,ZONE INDUSTRIELLE LES LISTES,ISSOIRE,France,2442,n.a.,n.a.,699,"1,672","1,650","1,595","1,606","1,359","1,102","1,464",n.a.,n.a.,"1,589","2,955",n.a.,n.a.,"2,831","2,895","2,998","3,059"
,CONSTELLIUM NEUF BRISACH,ROUTE DEPARTEMENTALE 52,BIESHEIM,France,2442,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
229,CONTINENTAL FOODS PRODUCTION FRANCE,1420 ROUTE DE CARPENTRAS,VEDENE,France,1089,80,72,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,217,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
58,CONTINENTAL FRANCE,PARC INDUST SUD ZI EDISON,SARREGUEMINES,France,2211,n.a.,906,876,846,844,912,837,697,628,898,n.a.,"1,604",n.a.,n.a.,n.a.,n.a.,"2,180","2,336",n.a.,n.a.
206,CONTINENTALE NUTRITION,19 RUE SAINT VINCENT DE PAUL,BOULOGNE SUR MER,France,1092,n.a.,n.a.,98,34,163,206,219,230,271,295,n.a.,n.a.,385,n.a.,638,691,n.a.,798,822,855
,COOPERATIVE AGRICOLE DE CEREALES,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,Credit needed,n.a.,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,COOPERATIVE AGRICOLE LAITIERE LES MAITRES LAITIERS DU COTENTIN,8 ROUTE DE VALOGNES,SOTTEVAST,France,1051,n.a.,n.a.,331,334,331,305,308,293,n.a.,277,n.a.,n.a.,717,732,758,n.a.,694,686,n.a.,n.a.
,COOPERATIVE DAUPHINOISE,42 RUE DU 11 NOVEMBRE,VIENNE,France,4621,n.a.,415,445,446,465,378,313,288,320,321,n.a.,n.a.,n.a.,"1,300",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,COOPERATIVE ISIGNY-SAINTE MERE,2 RUE DU DOCTEUR BOUTROIS,ISIGNY SUR MER,France,1051,n.a.,n.a.,n.a.,286,267,249,225,200,180,206,n.a.,n.a.,n.a.,630,597,586,562,529,505,495
,COOPERL ARC ATLANTIQUE,MAROUE ZONE INDUSTRIELLE,LAMBALLE,France,1011,n.a.,"1,949","1,994","2,046","2,162","2,098","1,969",n.a.,"1,554",n.a.,n.a.,n.a.,"5,294","4,990","4,877","4,775","4,795",n.a.,n.a.,n.a.
328,CORENSO FRANCE,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,Credit needed,n.a.,Credit needed,n.a.,n.a.,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
210,CORNING SAS,7 B AVENUE DE VALVINS,SAMOIS SUR SEINE,France,2319,n.a.,101,97,94,95,100,100,92,85,96,n.a.,463,468,496,n.a.,n.a.,n.a.,n.a.,n.a.,147
468,CORPOCHALEUR,112 RUE DE LA RABATERIE,ST PIERRE DES CORPS,France,3522,n.a.,n.a.,n.a.,1,2,3,2,n.a.,2,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
96,CORSAIR,2 PLACE DE L EQUERRE,RUNGIS,France,5110,n.a.,479,487,490,536,516,527,464,507,468,n.a.,"1,102",n.a.,"1,207",n.a.,"1,395","1,440","1,573","1,547","1,612"
475,CORTET,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
4,COX ENTERPRISES INC,6205 PEACHTREE DUNWOODY RD,ATLANTA,United States of America,6020,"25,001",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"62,500",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CP MANAGEMENT SP. Z O.O.,FRANCISZKA KLIMCZAKA 1,WARSZAWA,Poland,4110,n.a.,n.a.,n.a.,4,n.a.,n.a.,3,3,3,4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,30,30,30,n.a.
,CPI AVIATION LLC,1517 PERIMETER RD,WEST PALM BEACH,United States of America,7990,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,175,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CREDIT AGRICOLE IMMOBILIER,12 PLACE DES ETATS UNIS,MONTROUGE,France,7010,n.a.,36,30,22,19,27,29,27,24,23,n.a.,n.a.,167,161,n.a.,98,108,26,n.a.,n.a.
383,CREIL ENERGIE,37 AVENUE DE LATTRE DE TASSIGNY,ST ANDRE LEZ LILLE,France,3530,n.a.,11,9,9,10,10,9,7,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,CRISTAL FRANCE SAS,95 RUE DU GENERAL DE GAULLE,THANN,France,2012,n.a.,n.a.,n.a.,158,166,146,148,104,76,109,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
38,CRISTAL UNION,ROUTE D ARCIS SUR AUBE,VILLETTE SUR AUBE,France,1081,n.a.,"1,653",649,844,947,920,687,606,654,680,n.a.,"2,097",n.a.,"1,480","1,437",n.a.,n.a.,"1,232",n.a.,"1,194"
176,CRISTALLERIES DE BACCARAT SA,"20, RUE DES CRISTALLERIES",BACCARAT,France,2314,n.a.,150,154,0,152,162,148,132,115,139,n.a.,"1,000","1,026","1,070","1,196","1,235","1,147","1,118","1,134","1,240"
,CRISTANOL,1 ROUTE DEPARTEMENTALE 20A,BAZANCOURT,France,2014,n.a.,318,216,n.a.,276,239,218,173,128,84,n.a.,159,164,n.a.,150,n.a.,n.a.,131,n.a.,92
322,CRODA CHOCQUES,1 RUE DE LAPUGNOY,CHOCQUES,France,2041,n.a.,25,24,24,24,24,24,22,19,20,n.a.,173,n.a.,154,n.a.,154,n.a.,144,126,132
,CROWN EQUIPMENT PTY. LIMITED,COOPER ST 15,SMITHFIELD,Australia,4669,n.a.,263,230,231,232,n.a.,254,213,197,184,n.a.,893,882,896,n.a.,n.a.,n.a.,n.a.,920,"1,044"
327,CYEL COMPAGNIE DE CHAUFFAGE URBAIN DE CERGY PONTOISE,1 RUE DU GROS MURGER,ST-OUEN-L'AUMONE,France,3530,n.a.,24,26,25,27,23,30,35,24,37,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
204,DA ALIZAY,ZONE INDUSTRIELLE,ALIZAY,France,1712,n.a.,106,n.a.,99,52,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,183,n.a.,153,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
28,DALKIA,37 AVENUE DE LATTRE DE TASSIGNY,ST ANDRE LEZ LILLE,France,3530,n.a.,"2,297","2,374","2,419","2,690","2,801","2,538","2,475","2,435","2,503",n.a.,"9,607","9,789","9,700","9,702","9,775","9,733","9,692","9,992","9,599"
43,DANONE PRODUITS FRAIS FRANCE,150 BOULEVARD VICTOR HUGO,ST OUEN,France,1051,n.a.,"1,487","1,555","1,624","1,661","1,632","1,723","1,695","1,620","2,002",n.a.,"2,390",n.a.,"2,187",n.a.,n.a.,n.a.,"2,548",n.a.,"2,536"
271,DARBO SAS,1089 ROUTE DE LA LANDE,LINXE,France,1621,n.a.,n.a.,n.a.,45,n.a.,48,55,35,26,45,n.a.,n.a.,n.a.,123,n.a.,135,137,139,140,143
17,DASSAULT AVIATION SA,"9, ROND-POINT DES CHAMPS-ELYSEES",PARIS,France,3030,n.a.,"3,700","4,226","3,723","4,633","3,980","3,366","4,228","3,460","3,757",n.a.,"12,161","11,984","11,654","11,590","11,552","11,447","11,551","12,215","12,391"
512,DASSAULT FALCON JET CORP.,,,Brazil,4669,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,DCNS MALAYSIA SDN. BHD.,"LOT 6.05, LEVEL 6","PETALING JAYA, SELANGOR",Malaysia,,n.a.,n.a.,6,7,4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
561,DELDON B.V.,RAADHUISWEG 181,REEUWIJK,Netherlands,4649,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,3,n.a.,n.a.,n.a.,n.a.
432,DELEBECQUE,PARC DES ANSEREUILLES,WAVRIN,France,4332,n.a.,n.a.,5,5,5,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,38,n.a.,38,n.a.,n.a.,n.a.,n.a.,n.a.
,DES BRUYERES,21 RUE WASHINGTON,PARIS,France,7010,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
246,DESCAMPS,71 AVENUE FRANKLIN DELANO ROOSEVELT,PARIS,France,4751,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,56,56,67,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,440,495,572
500,DESCARTES ENERGIES,40 RUE JAMES WATT,TOURS,France,3511,n.a.,n.a.,0,0,0,5,8,8,7,8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,DESHYOUEST,LA DELOIRE,CHANGE,France,1091,n.a.,n.a.,n.a.,n.a.,n.a.,2,2,3,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,DESVRES SAS,,BOUSSOIS,France,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
400,DIJON ENERGIES,18 RUE DOCTEUR QUIGNARD,DIJON,France,3530,n.a.,8,5,2,1,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,DILLINGER FRANCE,1 RUE DU COMTE JEAN,GRANDE SYNTHE,France,2410,n.a.,342,362,374,378,487,593,531,373,763,n.a.,546,541,571,n.a.,n.a.,609,594,619,623
145,DOLLFUS MIEG & CIE - DMC SA,"10, AVENUE LEDRU-ROLLIN",PARIS,France,1310,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,DORIDA-M,"ALTUFYEVSKOE SHOSSE D.35,STR.1",MOSCOW,Russian Federation,4600,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
3,DOW CHEMICAL COMPANY (THE),"2030, DOW CENTER",MIDLAND,United States of America,2016,n.a.,"45,686","44,804","47,910","41,389","43,039","46,360","40,148","31,150","41,217",n.a.,"56,000","49,500","53,000","53,000","54,353","51,705","49,505","52,195","46,102"
76,DOW FRANCE,LA PLAINE ST DENIS,ST DENIS,France,2016,n.a.,654,112,121,126,137,131,153,130,140,n.a.,974,577,564,565,577,589,633,668,731
,DREAMJET,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
408,DRESSER RAND MEXICO SA,GAUSS # 12 INT. 402,MEXICO,Mexico,2899,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,375,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
358,DREYFUS CORP,200 PARK AVE,NEW YORK,United States of America,6419,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,DROME ENERGIE SERVICES,2120 CHEMIN DU FREYSSINET,PIERRELATTE,France,3511,n.a.,19,18,16,16,5,2,2,2,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
335,DS SMITH CHOUANARD,LA FOSSE,COULLONS,France,1712,21,22,26,26,22,22,18,11,13,15,84,84,85,98,n.a.,n.a.,88,82,n.a.,90
223,DS SMITH PACKAGING CONTOIRE-HAMEL,PLACE DE CONTOIRE HAMEL,CONTOIRE,France,1721,n.a.,81,80,79,76,81,27,69,65,76,n.a.,268,284,277,282,283,285,285,281,288
221,DS SMITH PAPER KAYSERSBERG,KAYSERSBERG,KAYSERSBERG VIGNOBLE,France,1712,n.a.,84,46,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
168,DSM NUTRITIONAL PRODUCTS FRANCE,1 BOULEVARD D ALSACE,VILLAGE NEUF,France,2012,n.a.,n.a.,154,126,121,123,119,121,108,110,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,DSW A LLC,23411 AUTOPILOT DR,STERLING,United States of America,,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
201,DUMOULIN,RUE BOURIE 18,SEILLES,Belgium,4621,n.a.,110,107,112,116,106,86,71,66,82,n.a.,94,92,89,84,87,86,90,88,87
301,DURALEX INTERNATIONAL,7 RUE DU PETIT BOIS,LA CHAPELLE ST MESMIN,France,2313,n.a.,n.a.,32,33,31,32,32,30,42,n.a.,n.a.,n.a.,206,198,200,n.a.,n.a.,n.a.,205,n.a.
304,DURAND,33 RUE PASTEUR,L'ILE-BOUCHARD,France,4621,n.a.,30,31,30,37,31,31,21,22,19,n.a.,29,29,27,28,23,23,22,21,19
507,E L M OPERATIONS,184 COURS LA FAYETTE,LYON,France,3530,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
455,EARTH STAR INC,3000 N CLYBOURN AVE,BURBANK,United States of America,7912,n.a.,n.a.,n.a.,n.a.,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,75,n.a.,n.a.,n.a.,n.a.,n.a.
564,EASYJET SWITZERLAND SA,ROUTE DE L'AEROPORT 5,GENEVE 15 AEROPORT,Switzerland,5110,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,160,160,160,160,160,700,300,300,300,300
140,ECKES GRANINI FRANCE SNC,138 RUE LAVOISIER,MACON,France,4634,n.a.,n.a.,n.a.,n.a.,n.a.,197,198,188,190,276,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ECO CHALEUR DE BREST,90 RUE AUGUSTIN FRESNEL,GUIPAVAS,France,3530,n.a.,14,14,14,14,8,7,0,n.a.,n.a.,n.a.,38,37,39,39,39,n.a.,n.a.,n.a.,n.a.
498,ECOLE POLYTECHNIQUE DE SAFI,IMM MABROUKI -55 AV. MED V,SAFI,Morocco,8559,n.a.,n.a.,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,EDF PRODUCTION ELECTRIQUE INSULAIRE SAS,PUTEAUX TOUR,COURBEVOIE,France,3511,n.a.,695,719,613,205,16,15,3,3,2,n.a.,393,389,368,278,89,n.a.,n.a.,n.a.,n.a.
,EFECTIS FRANCE,BATIMENT APOLLO,ST AUBIN,France,7112,n.a.,17,17,16,n.a.,14,12,11,9,8,n.a.,n.a.,105,n.a.,n.a.,n.a.,77,73,70,n.a.
111,EGGER PANNEAUX ET DECORS,AVENUE D ALBRET,RION DES LANDES,France,1621,n.a.,319,308,289,290,277,258,226,229,254,n.a.,813,814,n.a.,756,744,733,682,694,742
,EIFFAGE GENIE CIVIL,3 PLACE DE L EUROPE,VELIZY VILLACOUBLAY,France,4213,n.a.,816,738,831,948,778,716,743,766,633,n.a.,"2,642","2,428","2,510","2,701",2600,"2,500","2,444","2,487","1,917"
,EIGER JET LIMITED,APPLEBY,HAMILTON,Bermuda,5223,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,EJ PICARDIE,ZONE INDUSTRIELLE DE MARIVAUX,ST CREPIN IBOUVILLERS,France,2599,n.a.,105,105,102,99,106,111,107,84,n.a.,n.a.,620,616,597,563,565,566,513,503,n.a.
1,ELECTRICITE DE FRANCE SA,"22-30, AVENUE DE WAGRAM",PARIS,France,3511,n.a.,"78,266","82,112","79,753","77,941","77,702","69,761","68,310","62,346","65,831",n.a.,"154,808","156,312","148,024","139,874","154,730","151,804","158,764","155,072","155,931"
,ELECTRICITE DE MAYOTTE,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,Credit needed,n.a.,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
153,ELENGY,11 AVENUE MICHEL RICARD,BOIS COLOMBES,France,5222,n.a.,201,202,234,225,223,222,216,154,196,n.a.,375,367,383,393,408,424,428,424,396
,ELIS BREAD,420 E 91ST ST,NEW YORK,United States of America,4724,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ELKEM SILICONES FRANCE SAS,21 AVENUE GEORGES POMPIDOU,LYON,France,2016,n.a.,390,430,386,388,379,361,365,283,394,n.a.,831,828,820,813,n.a.,n.a.,n.a.,n.a.,826
,ELVIR,2 ROUTE NEUVE,CONDE SUR VIRE,France,1051,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
493,ELYDE,290 CHEMIN DU PUY DU ROY,AIX EN PROVENCE,France,7022,n.a.,n.a.,n.a.,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,EMAX OIL CO,2220 IVY RD,CHARLOTTESVILLE,United States of America,4671,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
56,EMERSON ELECTRIC NEDERLAND B.V.,PATRIJSWEG 140,RIJSWIJK ZH,Netherlands,3250,n.a.,892,"1,100","1,141","1,182","1,102","1,084",975,880,959,n.a.,"5,636","6,786","7,020","6,517","6,268","5,598","5,630","5,525",n.a.
144,EMIN LEYDIER SA,"66, QUAI CHARLES DE CHARLES DE GAULLE",LYON CEDEX 06,France,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ENERGIE CLERMONT AVENIR,16 RUE PIERRE BOULANGER,CLERMONT FERRAND,France,3530,n.a.,3,3,3,2,2,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
